10416,40
10418,10
10420,39
10421,15
10422,18
10424,28
10426,15
10429,9
10430,6
10431,22
10431,32
10432,10
10433,9
10435,6
10435,15
10436,48
10438,40
10439,12
10441,24
10442,22
10443,35
10445,13
10447,36
10449,4
10450,5
10451,41
10452,26
10453,29
10453,45
10454,32
10455,34
10458,43
10461,30
10463,31
10464,9
10465,30
10466,13
10467,31
10469,19
10470,22
10471,20
10473,38
10474,21
10475,41
10476,43
10477,32
10479,5
10480,48
10481,20
10485,45
10486,42
10489,35
10491,16
10492,33
10494,40
10495,34
10496,33
10498,18
10499,22
10501,43
10504,20
10505,29
10507,5
10509,15
10510,41
10512,49
10515,44
10516,2
10517,2
10519,18
10521,20
10522,21
10523,16
10524,48
10525,15
10526,25
10530,30
10532,13
10533,41
10534,29
10535,34
10536,49
10538,30
10539,46
10541,44
10542,2
10545,28
10546,1
10547,42
10548,17
10550,37
10551,33
10553,46
10554,39
10555,17
10557,34
10558,35
10559,14
10560,6
10561,23
10564,8
10566,49
10568,40
10569,33
10570,33
10571,29
10572,1
10572,33
10574,44
10575,41
10576,25
10577,13
10578,6
10579,13
10580,33
10581,7
10582,10
10583,21
10584,11
10585,49
10587,40
10588,39
10590,20
10591,17
10592,15
10593,30
10594,41
10595,13
10597,19
10598,1
10599,36
10600,6
10602,18
10604,43
10605,33
10606,27
10607,26
10608,15
10611,8
10613,25
10614,23
10616,44
10617,17
10617,38
10618,6
10619,49
10620,39
10622,41
10623,35
10624,20
10625,25
10628,33
10629,40
10631,21
10632,44
10633,37
10634,21
10642,22
10643,39
10644,18
10645,10
10646,26
10648,48
10651,27
10652,18
10653,48
10654,30
10655,49
10656,26
10657,1
10660,15
10661,37
10662,8
10664,26
10665,25
10666,49
10667,40
10668,30
10670,24
10671,46
10672,33
10673,4
10674,9
10676,2
10678,33
10679,8
10680,46
10682,18
10685,43
10686,31
10687,45
10688,28
10689,44
10690,5
10691,4
10693,26
10694,12
10695,13
10699,34
10700,37
10701,34
10702,17
10704,4
10705,47
10706,8
10707,47
10709,26
10713,1
10716,21
10717,15
10718,4
10720,29
10722,8
10725,35
10726,14
10728,2
10729,8
10730,37
10731,44
10734,26
10735,20
10737,32
10738,13
10739,14
10741,16
10743,47
10744,4
10745,6
10746,47
10747,32
10748,46
10749,41
10751,3
10753,6
10754,21
10755,5
10757,29
10758,7
10763,42
10764,42
10767,4
10768,8
10769,38
10770,42
10771,8
10772,28
10773,21
10774,5
10775,20
10776,3
10777,31
10778,3
10779,43
10780,2
10784,43
10786,47
10789,7
10790,21
10791,34
10792,32
10793,2
10795,2
10796,32
10797,16
10799,4
10802,40
10803,5
10805,23
10807,44
10808,27
10809,47
10812,11
10813,22
10816,4
10817,2
10819,16
10820,47
10821,23
10822,20
10824,22
10825,3
10828,26
10832,6
10833,25
10834,15
10835,32
10836,25
10837,27
10838,17
10841,10
10842,24
10843,32
10843,33
10844,12
10845,44
10847,46
10848,12
10848,25
10850,2
10856,11
10857,27
10861,21
10862,9
10863,48
10864,10
10866,6
10867,12
10868,6
10870,42
10871,40
10872,18
10874,17
10875,4
10877,42
10878,9
10879,18
10880,32
10883,14
10883,40
10887,45
10888,19
10889,14
10890,3
10891,17
10892,27
10893,30
10893,44
10895,14
10897,29
10898,47
10899,3
10902,27
10903,20
10905,20
10907,22
10908,37
10909,17
10910,41
10911,16
10912,24
10915,37
10917,39
10918,13
10919,23
10921,28
10923,1
10924,13
10925,44
10926,17
10927,11
10930,47
10935,39
10936,24
10937,28
10938,34
10939,2
10942,9
10942,14
10943,20
10945,28
10949,33
10951,25
10952,40
10953,2
10954,2
10955,27
10957,9
10958,5
10960,18
10961,9
10962,13
10963,2
10964,42
10965,11
10966,9
10968,39
10969,12
10972,31
10973,20
10974,44
10975,29
10977,29
10978,47
10979,16
10980,45
10981,27
10982,47
10983,13
10984,36
10985,40
10986,48
10988,15
10989,19
10990,25
10992,10
10992,15
10994,20
10996,49
11000,47
11001,10
11003,16
11005,45
11006,45
11008,28
11009,26
11010,43
11011,11
11012,15
11016,24
11018,41
11019,47
11020,47
11021,6
11022,39
11023,25
11025,12
11027,2
11028,47
11030,28
11031,36
11033,12
11036,4
11037,33
11038,5
11040,21
11041,35
11042,38
11044,10
11045,40
11048,38
11050,15
11051,44
11052,6
11054,31
11054,49
11058,23
11059,16
11062,3
11064,20
11065,35
11067,48
11068,43
11069,8
11070,20
11072,23
11073,8
11078,19
11080,35
11081,21
11083,30
11084,25
11085,28
11086,19
11088,38
11090,40
11093,13
11096,22
11097,46
11098,48
11099,31
11100,12
11103,35
11105,35
11106,42
11109,37
11110,23
11112,32
11112,35
11113,32
11113,45
11114,47
11118,48
11120,33
11121,34
11123,19
11124,19
11125,16
11128,44
11133,6
11134,20
11136,17
11137,15
11138,16
11139,2
11141,9
11142,43
11145,18
11146,11
11148,9
11149,5
11150,26
11151,29
11151,39
11152,25
11153,15
11154,13
11155,27
11157,10
11159,43
11160,11
11161,35
11162,30
11164,11
11166,33
11167,31
11169,16
11170,26
11172,8
11173,25
11176,21
11176,47
11178,18
11178,19
11180,31
11182,11
11183,17
11184,38
11187,10
11188,45
11191,7
11193,33
11194,45
11197,45
11198,27
11199,29
11199,31
11200,10
11202,46
11203,49
11204,49
11207,26
11208,48
11210,5
11211,29
11212,36
11217,8
11220,28
11221,8
11222,5
11223,30
11224,36
11225,28
11226,49
11227,39
11228,35
11230,1
11231,36
11232,26
11234,32
11235,36
11237,36
11238,44
11239,40
11240,17
11242,36
11244,2
11249,17
11251,3
11252,5
11255,37
11256,44
11257,34
11259,22
11261,24
11263,17
11264,9
11265,28
11267,19
11268,35
11270,5
11271,9
11272,30
11273,22
11274,6
11275,27
11276,47
11277,33
11278,49
11279,10
11280,24
11281,10
11283,25
11284,8
11286,27
11287,37
11288,42
11289,42
11290,38
11291,34
11292,46
11294,12
11295,10
11296,37
11297,5
11299,45
11301,9
11303,24
11303,33
11305,44
11307,42
11308,30
11313,48
11314,38
11317,9
11318,31
11319,33
11320,7
11322,39
11324,40
11326,25
11327,45
11328,19
11329,23
11330,6
11331,44
11332,16
11333,37
11334,11
11338,3
11339,9
11341,6
11343,4
11344,32
11345,16
11346,30
11347,29
11348,16
11350,5
11352,14
11353,10
11354,28
11356,24
11358,18
11359,18
11360,42
11361,41
11362,37
11363,21
11364,11
11365,42
11367,1
11370,11
11371,21
11373,20
11375,29
11376,49
11378,29
11380,15
11385,46
11386,15
11388,12
11389,25
11390,33
11393,1
11394,6
11395,39
11398,31
11399,28
11400,18
11402,7
11403,19
11404,7
11406,35
11412,2
11413,20
11414,32
11415,1
11416,6
11417,49
11421,35
11422,17
11424,7
11425,12
11426,15
11429,40
11431,40
11432,41
11433,27
11435,26
11440,23
11441,18
11442,44
11443,43
11446,22
11447,35
11449,6
11450,45
11451,23
11453,8
11454,27
11458,33
11459,22
11461,45
11462,20
11465,46
11466,22
11469,45
11471,17
11472,49
11473,20
11474,5
11477,40
11480,5
11481,40
11486,46
11488,1
11489,43
11490,36
11491,17
11491,47
11495,19
11496,47
11499,17
11501,15
11504,16
11505,33
11506,25
11506,42
11508,20
11509,14
11512,2
11513,9
11514,20
11515,2
11517,48
11518,27
11519,7
11524,14
11525,4
11527,30
11528,39
11529,45
11530,14
11531,10
11531,41
11534,48
11535,6
11537,41
11538,22
11541,13
11542,34
11543,1
11545,23
11546,8
11548,19
11549,8
11551,16
11552,47
11554,43
11555,34
11556,39
11559,28
11560,49
11561,33
11562,31
11563,10
11564,33
11565,8
11566,36
11567,44
11568,35
11569,9
11570,4
11571,11
11572,48
11573,24
11574,28
11576,27
11578,22
11579,34
11580,5
11582,49
11583,14
11584,10
11587,7
11588,29
11591,16
11593,12
11597,9
11599,32
11600,26
11601,47
11603,7
11604,22
11605,13
11607,24
11608,2
11610,43
11611,24
11612,40
11613,12
11614,8
11615,31
11617,14
11620,6
11621,20
11622,35
11623,31
11624,26
11625,47
11626,43
11628,9
11629,47
11632,11
11635,34
11637,7
11638,42
11639,10
11640,41
11641,5
11645,40
11647,25
11651,48
11652,2
11654,35
11655,32
11657,28
11659,29
11660,37
11662,14
11663,25
11664,16
11665,8
11666,27
11667,23
11668,14
11669,5
11670,46
11671,11
11672,7
11673,33
11674,28
11675,1
11676,13
11678,24
11678,38
11680,27
11681,3
11682,38
11683,24
11684,32
11686,21
11687,17
11689,7
11691,6
11692,43
11693,13
11694,36
11695,29
11696,23
11700,43
11701,39
11702,13
11703,7
11705,5
11707,15
11709,38
11710,14
11711,42
11714,40
11715,2
11716,19
11717,28
11719,47
11720,26
11721,38
11724,31
11725,10
11726,24
11728,32
11732,35
11734,8
11735,40
11736,20
11738,29
11739,25
11740,33
11741,16
11744,2
11745,35
11746,26
11747,19
11749,18
11751,4
11753,28
11755,12
11757,23
11759,19
11760,14
11764,25
11766,16
11767,21
11768,25
11769,7
11771,26
11771,36
11772,5
11773,20
11775,45
11776,38
11777,26
11779,26
11780,40
11781,24
11785,15
11787,38
11788,4
11789,11
11790,31
11792,41
11794,9
11796,36
11797,28
11798,18
11799,43
11800,17
11801,38
11802,32
11804,46
11805,17
11808,28
11809,43
11810,30
11812,9
11813,24
11815,8
11817,28
11818,14
11818,20
11819,7
11822,8
11825,28
11826,7
11828,21
11830,31
11832,38
11833,2
11834,48
11835,46
11836,44
11837,10
11837,30
11838,42
11839,7
11840,2
11843,3
11844,1
11852,18
11853,21
11856,18
11857,9
11858,47
11859,7
11861,26
11863,46
11864,40
11866,38
11867,46
11868,32
11870,33
11871,19
11872,17
11878,19
11879,36
11881,37
11883,18
11885,48
11890,49
11894,9
11895,8
11896,25
11897,15
11898,8
11900,39
11901,25
11902,34
11903,9
11905,26
11906,45
11908,13
11908,35
11909,23
11911,30
11912,37
11913,15
11914,38
11915,47
11916,46
11918,3
11919,45
11920,46
11921,4
11922,2
11927,29
11929,2
11931,17
11932,44
11933,31
11941,49
11942,17
11948,29
11949,26
11950,44
11951,45
11953,30
11954,27
11955,19
11958,44
11960,27
11962,39
11963,3
11965,43
11966,11
11967,28
11970,49
11971,10
11972,36
11973,26
11974,37
11976,7
11977,21
11978,28
11981,49
11982,39
11983,32
11984,44
11985,12
11987,48
11988,33
11989,46
11990,23
11991,6
11992,39
11993,26
11995,23
11999,32
12000,16
12001,18
12004,17
12006,21
12007,27
12010,27
12011,9
12013,22
12014,28
12018,27
12019,30
12020,34
12025,8
12026,48
12027,33
12029,19
12031,3
12032,48
12033,8
12036,41
12037,4
12038,8
12039,40
12041,38
12044,15
12045,38
12048,40
12049,12
12049,42
12050,6
12051,5
12051,11
12052,21
12053,40
12055,34
12056,23
12057,26
12058,11
12061,7
12062,45
12064,42
12065,24
12066,19
12067,36
12068,11
12069,15
12070,2
12071,48
12072,29
12073,27
12075,4
12076,7
12079,38
12082,48
12083,42
12085,49
12086,25
12087,20
12088,25
12089,46
12091,44
12092,14
12094,17
12095,2
12097,42
12099,44
12100,45
12101,35
12102,27
12103,9
12105,3
12107,19
12109,5
12112,44
12113,14
12115,29
12118,27
12120,7
12121,26
12122,26
12123,31
12124,26
12125,19
12127,21
12128,26
12130,42
12131,6
12134,37
12136,6
12139,39
12144,25
12145,1
12146,14
12147,33
12149,39
12151,23
12153,23
12154,35
12157,47
12159,48
12160,35
12161,38
12162,45
12163,19
12165,10
12166,32
12169,9
12170,5
12171,12
12172,33
12173,32
12177,43
12180,17
12181,42
12183,31
12184,49
12185,23
12186,11
12189,11
12192,46
12193,48
12198,16
12199,11
12201,10
12203,27
12204,1
12205,37
12206,34
12207,25
12208,6
12209,6
12211,41
12212,1
12214,47
12216,11
12217,5
12218,39
12220,23
12221,34
12222,21
12223,6
12224,37
12225,48
12227,36
12231,1
12232,28
12234,37
12236,2
12238,28
12240,21
12241,38
12243,14
12244,26
12245,22
12246,15
12247,45
12248,11
12249,29
12251,5
12252,23
12254,7
12255,5
12256,2
12258,16
12260,9
12260,33
12261,41
12262,49
12263,26
12264,5
12266,21
12267,15
12268,36
12270,42
12271,39
12272,22
12274,17
12275,42
12276,10
12277,23
12278,45
12279,33
12280,2
12283,48
12284,39
12286,26
12288,23
12290,34
12292,32
12293,46
12295,14
12297,18
12300,3
12301,5
12301,25
12302,19
12303,21
12304,19
12305,7
12306,35
12307,22
12308,11
12310,22
12310,45
12311,15
12312,1
12313,3
12314,14
12315,23
12318,22
12319,23
12324,40
12325,18
12327,6
12329,10
12330,42
12332,36
12333,1
12334,41
12335,18
12337,16
12340,1
12341,1
12343,19
12344,16
12345,3
12346,49
12347,4
12348,25
12349,10
12352,28
12354,45
12355,36
12357,1
12359,24
12360,4
12363,36
12365,39
12369,33
12371,24
12372,43
12373,34
12374,45
12375,32
12376,26
12378,18
12381,36
12383,22
12384,19
12385,46
12387,5
12392,27
12393,43
12395,35
12396,15
12397,11
12399,49
12403,35
12404,17
12405,5
12406,45
12410,20
12411,21
12413,46
12415,37
12417,4
12419,3
12420,33
12422,25
12423,18
12425,25
12427,7
12428,38
12429,16
12430,5
12431,12
12433,27
12437,8
12438,27
12439,43
12441,8
12442,28
12444,7
12445,42
12446,46
12447,3
12448,48
12449,32
12451,6
12453,42
12454,21
12457,9
12458,4
12460,21
12461,27
12462,22
12463,47
12464,45
12465,49
12469,20
12470,28
12471,47
12472,46
12473,35
12475,5
12476,42
12478,46
12481,23
12483,4
12487,47
12488,47
12489,3
12490,16
12491,46
12493,24
12496,37
12497,3
12498,13
12499,18
12501,30
12502,7
12504,37
12506,20
12507,29
12510,21
12512,20
12513,36
12514,10
12516,2
12517,13
12518,35
12519,24
12520,12
12521,22
12523,30
12525,18
12526,8
12528,49
12529,12
12531,3
12533,6
12534,12
12535,48
12536,5
12538,21
12539,24
12541,43
12542,1
12544,22
12545,48
12546,31
12548,25
12551,48
12552,27
12553,6
12554,34
12556,13
12557,29
12558,12
12559,18
12560,12
12565,18
12566,42
12567,47
12570,41
12572,38
12573,28
12575,40
12576,11
12578,6
12580,43
12582,35
12585,46
12587,10
12589,27
12592,25
12593,26
12595,39
12596,4
12600,11
12601,5
12602,22
12604,32
12605,6
12608,41
12609,45
12615,16
12620,20
12621,7
12624,39
12626,28
12627,49
12628,15
12629,14
12630,21
12631,34
12632,46
12633,37
12634,6
12635,7
12636,48
12637,20
12638,27
12642,26
12644,42
12645,11
12649,6
12650,3
12651,20
12653,11
12654,47
12655,1
12658,39
12660,34
12661,43
12662,20
12663,8
12664,16
12667,31
12669,49
12671,39
12675,10
12677,26
12678,49
12679,10
12681,6
12682,32
12684,28
12686,5
12688,48
12689,7
12690,21
12691,22
12692,22
12693,12
12694,49
12695,42
12696,7
12697,49
12698,12
12699,45
12701,16
12703,43
12705,36
12707,17
12709,24
12710,7
12711,43
12713,47
12714,23
12717,8
12718,21
12722,8
12723,37
12726,21
12727,8
12728,39
12729,19
12730,3
12731,10
12732,41
12734,45
12735,21
12736,1
12738,38
12739,49
12742,26
12743,34
12744,16
12745,1
12750,14
12752,11
12755,29
12757,33
12758,27
12759,27
12760,20
12763,30
12764,9
12765,5
12766,49
12767,46
12768,38
12770,14
12771,34
12772,4
12773,8
12775,12
12776,1
12779,12
12780,39
12782,25
12783,31
12787,47
12790,47
12792,7
12793,46
12794,45
12795,38
12798,48
12801,15
12802,22
12803,45
12804,28
12805,32
12806,5
12809,25
12811,8
12813,17
12815,30
12816,40
12817,15
12818,16
12819,36
12820,43
12822,5
12823,4
12824,4
12826,8
12832,27
12833,16
12835,5
12838,14
12842,43
12844,18
12846,39
12847,39
12848,3
12849,15
12851,47
12852,39
12853,44
12854,5
12858,12
12861,26
12863,30
12864,30
12866,21
12867,14
12868,19
12868,46
12870,29
12871,36
12872,8
12876,24
12877,31
12879,8
12882,17
12884,5
12885,24
12888,18
12890,12
12891,48
12892,7
12893,19
12895,11
12896,10
12897,12
12899,19
12903,38
12905,47
12906,3
12907,39
12908,4
12911,28
12912,37
12913,6
12916,14
12918,34
12919,14
12920,39
12922,12
12923,14
12926,5
12927,15
12928,11
12928,33
12929,29
12932,23
12933,38
12934,39
12935,39
12937,21
12939,28
12940,34
12941,29
12942,21
12943,42
12944,38
12947,1
12948,13
12948,30
12949,25
12950,23
12951,19
12952,31
12953,22
12954,7
12954,23
12957,34
12961,38
12963,41
12965,18
12966,21
12967,8
12968,40
12969,32
12970,3
12971,41
12972,5
12973,23
12974,49
12975,16
12977,5
12979,20
12980,32
12981,4
12983,14
12986,5
12988,43
12989,19
12990,29
12991,44
12992,11
12993,42
12995,18
13001,26
13001,48
13002,25
13004,33
13005,18
13006,13
13007,33
13010,42
13011,6
13012,47
13014,38
13015,17
13016,2
13018,32
13019,32
13020,33
13022,2
13024,15
13026,48
13028,9
13029,29
13030,48
13032,11
13033,29
13037,19
13039,17
13040,18
13041,5
13041,21
13042,9
13044,38
13046,20
13047,34
13049,13
13050,35
13053,36
13054,16
13055,28
13056,46
13057,4
13058,38
13060,14
13061,46
13062,20
13063,11
13063,35
13068,20
13069,7
13070,6
13071,18
13073,1
13074,19
13075,27
13076,22
13077,13
13081,35
13085,14
13086,33
13087,9
13088,15
13094,37
13095,11
13096,43
13098,44
13100,1
13101,2
13103,12
13105,16
13106,28
13107,18
13108,11
13110,36
13112,15
13113,32
13114,3
13116,48
13117,5
13123,25
13124,34
13126,7
13128,39
13130,48
13133,38
13134,19
13138,29
13141,43
13143,4
13144,27
13145,46
13146,32
13147,24
13148,42
13152,16
13154,11
13156,32
13161,11
13162,8
13163,38
13165,39
13168,27
13169,48
13170,25
13171,45
13173,32
13176,13
13177,47
13178,26
13179,45
13181,7
13182,20
13183,39
13185,11
13186,24
13187,23
13188,46
13190,6
13191,33
13192,34
13193,39
13194,22
13195,6
13198,46
13199,4
13202,4
13203,49
13207,32
13208,39
13210,45
13211,37
13212,18
13213,30
13214,4
13214,26
13215,15
13217,14
13219,10
13219,49
13220,30
13221,44
13223,47
13226,47
13229,48
13232,36
13233,27
13234,16
13238,16
13240,4
13241,41
13243,8
13244,8
13245,4
13247,16
13250,32
13257,16
13258,34
13262,32
13263,29
13264,41
13265,1
13267,38
13269,27
13270,17
13272,36
13273,27
13274,32
13276,37
13278,36
13280,15
13281,25
13282,46
13283,27
13284,21
13285,32
13286,26
13288,17
13289,19
13291,30
13296,2
13298,15
13299,20
13300,24
13301,4
13302,24
13305,17
13306,40
13308,6
13311,33
13315,33
13316,11
13317,48
13320,48
13323,19
13324,44
13327,12
13329,43
13331,15
13332,12
13333,24
13334,26
13337,3
13338,16
13339,4
13340,42
13341,38
13343,16
13345,10
13348,6
13349,26
13351,40
13352,13
13354,37
13355,43
13356,38
13358,25
13363,14
13363,29
13366,3
13367,43
13368,42
13369,38
13370,38
13371,46
13373,40
13379,34
13380,34
13382,14
13383,10
13384,41
13385,15
13386,10
13387,32
13388,26
13389,40
13390,45
13391,17
13392,46
13393,34
13395,30
13396,29
13397,48
13398,3
13399,5
13400,43
13402,2
13403,19
13405,24
13407,32
13408,8
13410,40
13411,10
13413,7
13414,3
13415,48
13417,47
13421,43
13422,33
13423,45
13424,30
13429,39
13430,12
13431,22
13432,11
13434,7
13435,44
13437,29
13439,36
13440,48
13441,30
13442,3
13443,30
13444,17
13445,15
13446,33
13447,35
13448,40
13449,47
13450,40
13451,38
13452,3
13454,14
13455,46
13457,41
13458,30
13459,11
13461,46
13462,43
13463,30
13464,14
13465,30
13468,16
13470,45
13471,40
13473,45
13474,49
13475,23
13476,41
13477,39
13478,19
13481,48
13482,45
13483,25
13484,24
13485,2
13487,47
13488,14
13488,30
13489,13
13490,12
13491,39
13493,11
13494,24
13495,24
13496,46
13499,20
13501,24
13501,32
13503,26
13504,24
13507,27
13508,12
13509,6
13511,39
13513,8
13514,32
13516,44
13517,39
13521,12
13522,34
13524,11
13527,22
13528,16
13529,49
13530,40
13531,30
13533,23
13534,15
13535,16
13536,39
13537,27
13538,47
13539,6
13543,19
13545,6
13546,42
13547,19
13549,2
13552,8
13553,47
13555,5
13558,48
13560,40
13561,10
13562,25
13563,31
13565,22
13566,6
13567,14
13568,30
13570,24
13572,28
13574,35
13574,43
13576,14
13577,14
13578,13
13579,44
13581,7
13582,32
13586,24
13587,33
13588,35
13589,34
13590,29
13593,28
13595,17
13597,34
13599,4
13601,17
13603,10
13604,30
13605,42
13607,24
13608,45
13612,48
13614,49
13615,22
13618,31
13618,36
13620,3
13621,41
13624,34
13625,40
13626,46
13628,26
13628,33
13629,11
13630,39
13631,29
13632,19
13633,31
13636,12
13636,49
13637,44
13638,39
13639,8
13640,6
13641,32
13643,44
13644,35
13645,21
13646,18
13647,9
13648,19
13649,41
13650,40
13651,8
13652,3
13653,6
13655,3
13656,32
13657,47
13658,2
13661,11
13662,32
13667,6
13668,9
13669,33
13670,28
13672,37
13675,21
13676,26
13677,32
13678,9
13680,21
13681,47
13682,46
13683,49
13684,23
13685,21
13686,5
13688,37
13689,21
13689,23
13690,30
13692,29
13693,17
13693,40
13695,14
13696,18
13697,39
13698,28
13699,4
13702,10
13703,24
13704,33
13707,4
13708,40
13710,9
13711,2
13712,25
13713,16
13714,9
13715,46
13718,48
13719,34
13720,22
13721,31
13722,15
13725,41
13727,27
13727,48
13728,17
13729,26
13732,22
13733,48
13734,24
13735,6
13737,25
13738,6
13739,30
13742,14
13744,49
13745,14
13747,43
13748,42
13749,2
13751,29
13753,27
13754,5
13755,35
13756,29
13757,45
13762,46
13763,6
13765,47
13766,45
13768,49
13769,37
13770,17
13771,6
13772,36
13774,11
13775,15
13778,17
13782,35
13783,25
13784,24
13786,5
13786,34
13787,10
13788,25
13789,1
13790,49
13792,47
13793,4
13794,39
13795,13
13796,2
13801,20
13802,44
13803,16
13804,3
13806,45
13808,44
13809,41
13811,22
13812,15
13813,33
13814,48
13815,34
13817,17
13820,36
13821,27
13825,27
13826,7
13827,26
13828,35
13829,16
13830,5
13832,12
13833,9
13835,49
13836,34
13837,46
13838,47
13841,41
13842,30
13843,21
13846,23
13848,29
13849,13
13850,21
13853,24
13854,40
13855,37
13857,39
13858,42
13859,26
13860,48
13863,33
13864,18
13865,15
13867,19
13868,38
13869,4
13870,10
13871,32
13874,20
13876,15
13878,34
13879,16
13880,2
13883,9
13884,14
13885,34
13886,9
13887,7
13889,27
13890,14
13893,23
13894,16
13895,19
13896,23
13897,48
13904,11
13906,6
13907,46
13908,7
13909,25
13910,39
13912,8
13914,29
13915,48
13916,3
13917,1
13920,12
13922,12
13923,32
13925,40
13926,37
13928,38
13930,27
13933,40
13934,5
13935,13
13938,8
13939,10
13942,45
13944,23
13947,29
13948,12
13950,15
13951,2
13952,34
13953,26
13955,25
13957,7
13958,21
13959,1
13960,46
13961,15
13962,8
13963,19
13964,18
13965,6
13966,49
13967,8
13969,31
13970,14
13971,1
13972,12
13973,38
13978,25
13979,9
13982,21
13983,44
13984,19
13985,25
13986,9
13987,21
13989,33
13990,28
13992,22
13995,29
13998,30
13999,23
14002,39
14003,12
14004,4
14005,5
14006,35
14007,24
14008,34
14010,22
14014,6
14015,27
14016,1
14018,46
14021,48
14022,11
14024,4
14026,48
14028,19
14032,16
14034,16
14036,32
14037,31
14040,19
14041,5
14042,13
14043,6
14044,37
14045,46
14047,2
14049,34
14052,7
14053,6
14054,1
14057,25
14061,23
14062,35
14063,19
14065,49
14067,1
14070,14
14071,1
14073,4
14075,32
14077,4
14078,23
14080,31
14081,8
14082,18
14083,44
14085,11
14085,17
14087,31
14088,46
14089,24
14090,43
14092,38
14094,30
14095,17
14097,24
14102,18
14103,3
14104,48
14105,17
14106,17
14107,34
14110,43
14111,24
14113,33
14115,12
14116,44
14118,15
14119,4
14120,26
14121,12
14124,47
14126,30
14129,22
14132,45
14133,9
14134,27
14136,4
14137,10
14138,27
14139,45
14143,26
14144,26
14151,10
14152,24
14153,40
14156,1
14157,38
14158,36
14160,22
14162,31
14165,10
14166,5
14167,20
14169,42
14171,35
14172,40
14173,21
14174,31
14175,48
14180,18
14181,8
14182,35
14183,6
14184,15
14185,36
14186,44
14187,25
14190,47
14191,44
14192,29
14197,37
14198,23
14200,43
14202,40
14203,10
14203,11
14206,31
14207,7
14208,13
14209,46
14211,21
14212,30
14215,19
14218,30
14220,19
14221,20
14222,37
14223,15
14224,26
14225,19
14226,44
14227,40
14228,8
14230,48
14232,35
14233,31
14236,18
14237,34
14238,22
14239,49
14240,35
14241,5
14242,16
14244,8
14247,2
14248,29
14249,9
14251,41
14252,21
14253,10
14254,39
14257,16
14258,18
14260,46
14262,36
14264,39
14265,13
14268,45
14269,41
14271,18
14274,11
14274,25
14275,29
14276,27
14279,22
14280,41
14282,10
14284,18
14285,42
14287,38
14288,7
14289,32
14290,35
14291,43
14292,38
14293,4
14294,19
14295,28
14296,2
14297,7
14298,40
14299,43
14303,25
14305,15
14306,38
14309,48
14310,6
14312,41
14313,1
14314,8
14315,6
14316,12
14318,3
14320,32
14322,14
14323,1
14328,9
14333,9
14334,14
14337,7
14338,19
14339,17
14340,6
14341,34
14342,21
14343,38
14344,18
14345,27
14346,8
14348,9
14350,6
14350,25
14351,48
14353,19
14354,38
14355,48
14356,37
14358,5
14360,30
14362,30
14363,14
